Ranking;Nombre;Ventas;CNAE_Original;SECTOR_NOMBRE;NIF;ventas_estimado;patentes;confianza;criterio;ano_constitucion;poblacion;numero_empleados;web_oficial;actividad_resumen;tamano_ing;complejidad_txt;cto_actual;propiedad_accionistas;private_equity_firmas;financiacion_publica_detalle;usa_inteligencia_artificial;plataforma_cloud;solvencia_txt;puntos_solv;perfil_txt;veredicto_final;conclusion_sueldo_80k;justificacion_viabilidad;score_viabilidad;provincia
107;HACIENDA Y VIÑEDOS MARQUES DEL ATRIO SL;corporativa;1102;Elaboración de vinos;B31750573;50000000;0;0.0;Sin match;2002;Mendavia;86 (Empresite);www.grupomarquesdelatrio.com;Elaboración, crianza y comercialización de vinos bajo varias denominaciones de origen en España.;~2-5 técnicos;Bodega con tecnología avanzada en producción y packaging (IA y RA en etiquetas). Uso de ERP SAP.;Rodrigo Espinosa - Enólogo y Director Técnico (DDI);El grupo vinícola chino Changyu Pioneer Wine es el accionista mayoritario (75%), la familia fundadora Rivero mantiene una participación.;Ninguno;Sin datos;SÍ. Pioneros en España en aplicar IA y Realidad Aumentada para crear una etiqueta de vino interactiva que cuenta una historia al consumidor.;HÍBRIDA;Facturación de 58M€ en 2023 y propiedad de Changyu, uno de los mayores grupos vinícolas del mundo.;Máximo;Híbrido entre tecnología de producción (enología, agrotech) y marketing digital (IA, RA).;TIBURÓN;VIABLE;🟢 VIABLE (61/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 86 empleados (+8) | ✅ CTO identificado (+8) | ⚠️ Equipo IT medio (+4) | ⚠️ Cloud híbrido (+3) | ✅ Usa IA (+8);61;navarra
108;SUMINISTROS ELECTRICOS GABYL SA;corporativa;4652;Comercio al por mayor de equipos electrónicos y de telecomunicaciones y sus componentes;A31069321;50000000;1;0.88;Fuzzy Match (SUMINISTROS ELECTRICOS);1977;Pamplona/Iruña;106 (eInforma);www.gabyl.com;Distribución y comercialización mayorista de material eléctrico, electrónico y de telecomunicaciones.;~10-15 técnicos;Principalmente un distribuidor B2B. Ofrecen soluciones de valor añadido como estudios de iluminación, diseño de cuadros eléctricos, automatización y proyectos de eficiencia energética. Mencionan soluciones IoT y gestión cloud para movilidad eléctrica.;No identificado públicamente;No disponible públicamente;Ninguno;Sin datos;SÍ - Mencionan la comercialización de productos con IA para optimizar instalaciones fotovoltaicas y hacen referencia a la IA en el contexto de la revolución digital del sector.;HÍBRIDA - Ofrecen soluciones basadas en la nube para la gestión de redes de cargadores de vehículos eléctricos y monitorización energética (ABB Ability).;Empresa consolidada con más de 40 años de experiencia y una facturación relevante en su sector. Ocupa una posición destacada en el ranking de empresas a nivel nacional y provincial.;Alto;Híbrido Hardware/Software, con un enfoque en la aplicación de soluciones tecnológicas (eficiencia energética, renovables, movilidad eléctrica) más que en el desarrollo de software propio a gran escala.;PYME;MUY VIABLE;🟢 MUY VIABLE (78/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 106 empleados (+12) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ Usa IA (+8) | ✅ Sector tech premium (+10);78;navarra
109;SOCIEDAD COOPERATIVA AGRARIA ORVALAIZ;corporativa;4621;Comercio al por mayor de cereales, tabaco en rama, simientes y alimentos para animales;F31389372;50000000;0;0.0;Sin match;1992;Noáin (Navarra);21 (einforma);www.no identificado públicamente;Comercio al por mayor de cereales, tabaco en rama, simientes y alimentos para animales.;~1-2 técnicos;La cooperativa utiliza una aplicación móvil para uso interno de sus socios. No se evidencia el uso de tecnologías complejas como IA, satélites o IoT en la información pública.;No identificado públicamente;Propiedad de los socios cooperativistas.;Ninguno;Sin datos;NO. No hay evidencia pública del uso de inteligencia artificial en sus operaciones.;No identificado públicamente;Empresa consolidada con una facturación superior a los 30 millones de euros. Se encuentra entre las 4.000 primeras empresas de España por volumen de facturación.;Alto;Tradicional (Agrario);DESCARTAR;DUDOSO;🟡 DUDOSO (32/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 21 empleados (+4) | ✅ CTO identificado (+8) | ❌ Sector bajo salario (-10);32;navarra
111;CONSTRUCCIONES MARIEZCURRENA SL;corporativa;4211;Construcción de carreteras y autopistas;B31083199;50000000;0;0.0;Sin match;1979;Doneztebe/Santesteban;188 (eInforma);www.mariezcurrena.com;Construcción de obra civil, carreteras, autopistas, edificación residencial e industrial.;~25-35 técnicos;Ingeniería civil y de la construcción. Uso de maquinaria pesada, sistemas de gestión medioambiental (ISO 14001) y proyectos con estructuras complejas como madera laminada y paneles fotovoltaicos.;No identificado públicamente;Empresa familiar. Administradores: Mariezcurrena Echeverria Javier y Mariezcurrena Echeverria Maria Teresa.;Ninguno;Adjudicataria de múltiples contratos y subvenciones públicas del Gobierno de Navarra.;NO. No hay evidencia pública del uso de IA en sus procesos o servicios.;Sin datos;Empresa consolidada con más de 45 años de historia, ventas superiores a 50M€ y un capital social de más de 1.3M€.;Alto;Ingeniería Civil / Obra Pública;TIBURÓN;VIABLE;🟢 VIABLE (62/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 188 empleados (+12) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Sector industrial (+5);62;navarra
112;OLEOSANDUA SL;corporativa;4633;Comercio al por mayor de productos lácteos, huevos, aceites y grasas comestibles;B71406318;50000000;0;0.0;Sin match;2020;Tudela;~40-50 (Estimación basada en foto de plantilla, Nov 2024);www.aceitesandua.com;Fabricante y comercializador mayorista de aceites de oliva y vegetales de alta calidad.;~3-5 técnicos;Tecnología industrial para producción alimentaria: laboratorio, control de calidad y automatización de envasado y almacenaje.;No identificado públicamente;Joint Venture 50/50 entre Aceites Sandúa (empresa familiar) y Grupo MIGASA (líder del sector).;Ninguno;Ayuda del Gobierno de Navarra para 'Fomento de la Empresa Digital' en 2021.;NO (La tecnología se centra en la automatización de procesos industriales y la seguridad alimentaria, sin evidencia de uso de IA).;Sin datos;Facturación muy elevada y respaldo del Grupo MIGASA, líder mundial en el sector aceitero.;Máximo;Industrial (Tecnología de Alimentos, Ingeniería de Procesos, Control de Calidad).;TIBURÓN;POSIBLE;🟡 POSIBLE (46/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 45 empleados (+4) | ✅ CTO identificado (+8) | ⚠️ Equipo IT medio (+4);46;navarra
113;SOLIDUS SOLUTIONS SAN ANDRES SL.;corporativa;1712;Fabricación de papel y cartón;B81936148;50000000;0;0.0;Sin match;1998;Villava;147 (Empresite);www.solidus.com;Fabricación y venta de cartón compacto y envases de cartón.;~5-10 técnicos;Industria tradicional (papel y cartón) con enfoque en sostenibilidad e innovación en packaging. Colaboraciones puntuales en IoT (sensores inteligentes).;No identificado públicamente;Un grupo de instituciones financieras (antiguos acreedores principales) se convirtieron en accionistas mayoritarios tras una reestructuración en 2025. Anteriormente, propiedad de Centerbridge Partners.;Centerbridge Partners (anteriormente), actualmente un consorcio de instituciones financieras.;Sí, ayudas para un proyecto de 'Planta de Tratamiento de Aguas Residuales' en el marco del Plan de Recuperación, Transformación y Resiliencia.;NO. No hay evidencia pública del uso de IA en sus operaciones principales. El foco tecnológico está en la sostenibilidad y la eficiencia de la producción.;Sin datos;Propiedad de un consorcio de instituciones financieras y anteriormente de un importante fondo de capital riesgo (Centerbridge Partners). Reciente reestructuración financiera para fortalecer su posición.;Máximo;Híbrido entre ingeniería de procesos industriales y desarrollo de materiales sostenibles, con un pequeño componente de innovación tecnológica.;TIBURÓN;VIABLE;🟢 VIABLE (62/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 147 empleados (+12) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ Con PE/VC (+5);62;navarra
114;UNION DE INDUSTRIAS C. A. SA.;54.197.138;2219;Fabricación de otros productos de caucho;A31004617;54197138;0;0.0;Sin match;1958;Corella;82 (Empresite);www.hexpol.com;Desarrollo y fabricación de mezclas técnicas de caucho de alto valor añadido.;~5-10 técnicos;Complejidad en ciencia de materiales y procesos industriales (química de polímeros), no en software. Foco en I+D de compuestos de caucho para automoción, industria y construcción.;No identificado públicamente;La empresa es propiedad del grupo sueco HEXPOL AB. Anteriormente, fue una sociedad anónima unipersonal.;Espiga Capital (desinvertido);CDTI;"NO. No hay evidencia pública del uso de IA en sus productos o procesos de fabricación; su enfoque es la innovación en materiales y química.";ON-PREMISE/HÍBRIDA;Facturación muy elevada y propiedad de la multinacional sueca HEXPOL AB, un líder global en el sector de compuestos poliméricos.;Máximo;Industrial / Químico / Materiales;TIBURÓN;VIABLE;🟢 VIABLE (61/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 82 empleados (+8) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ I+D público (+5);61;navarra
115;BERRY SUPERFOS PAMPLONA SA.;corporativa;2222;Fabricación de envases y embalajes de plástico;A31039787;50000000;0;0.0;Sin match;1971;Orkoien;169 (InfoJobs);www.berryglobal.com;Fabricación de envases y embalajes de plástico por inyección para los sectores alimentario e industrial.;~5-10 técnicos;Empresa industrial de fabricación de plásticos. La complejidad técnica reside en la maquinaria de inyección y en la optimización de procesos productivos, no en el desarrollo de software, IA o IoT.;No identificado públicamente;Berry Global, Inc. (multinacional estadounidense);Ninguno;Sin datos;NO. Aunque se menciona en el contexto de la progresiva integración de nuevas tecnologías en la industria, no hay evidencia de que la desarrollen o la usen intensivamente en sus productos.;No identificado;Filial de la multinacional Berry Global, un gigante del packaging con una facturación de miles de millones de dólares.;Máximo;Técnicos de producción, especialistas en maquinaria de inyección y mantenimiento industrial.;DESCARTAR;VIABLE;🟢 VIABLE (62/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 169 empleados (+12) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Sector industrial (+5);62;navarra
116;COVEGAN COMERCIAL VETERINARIA Y GANADERA SL;corporativa;4646;Comercio al por mayor de productos farmacéuticos;B31522329;50000000;0;0.0;Sin match;1994;Tudela;75 (Navarra Capital);www.covegan.es;Distribución mayorista de medicamentos y productos zoosanitarios para ganadería y animales de compañía.;~5-10 técnicos;Disponen de un sistema de gestión de almacenes y una web de venta online para profesionales.;No identificado públicamente;Fernando Tristán Almingol (Administrador único). Empresa unipersonal.;Ninguno;Sin datos;NO;No identificado;Facturación superior a 56 millones de euros en 2024, con un crecimiento del 7% respecto al año anterior.;Alto;Híbrido Software/Sistemas para mantenimiento de su plataforma de e-commerce y gestión de almacenes.;PYME;VIABLE;🟢 VIABLE (53/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 75 empleados (+8) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7);53;navarra
117;SOCIEDAD ANONIMA DE VERA;corporativa;2410;Fabricación de productos básicos de hierro, acero y ferroaleaciones;A31012545;50000000;0;0.0;Sin match;1965;Bera;101 (eInforma);www.saveragroup.com;Fabricación y comercialización de guías y componentes para ascensores y montacargas.;~5-10 técnicos;Empresa industrial (metalurgia) con un centro de I+D enfocado en ingeniería de producto y procesos de fabricación.;No identificado públicamente;"El fondo suizo Partners Group adquirió el 75% de la compañía en 2014; la familia fundadora (Labarquilla) mantiene una participación.";Partners Group;Ha recibido financiación del CDTI para proyectos de I+D en el pasado.;"NO. No hay evidencia pública del uso de IA en sus productos o procesos; su enfoque es la fabricación industrial y la ingeniería mecánica.";Sin datos;Facturación superior a 30M€ y propiedad mayoritaria de un fondo de capital riesgo (Partners Group), que valoró la empresa en 320M€ en 2014.;Máximo;Ingeniería industrial, mecánica y de materiales. Perfil de hardware.;TIBURÓN;VIABLE;🟢 VIABLE (67/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 101 empleados (+12) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ Con PE/VC (+5) | ✅ I+D público (+5);67;navarra
119;GANADOS JIMENEZ CAMBRA SL;52.910.157;142;Explotación de otro ganado bovino y búfalos;B31555162;52910157;0;0.0;Sin match;1995;Cadreita;10-20 (eInforma);www.ganadosjimenezcambra.com;Cría, engorde y comercialización de ganado bovino y ovino, incluyendo importación y exportación.;~0-1 técnicos (Soporte IT);Web corporativa sencilla. Negocio tradicional sin desarrollo de software, IA, IoT u otra tecnología compleja.;No identificado públicamente;Empresa familiar / privada. Benito Jiménez es una figura clave del grupo empresarial.;Ninguno;Beneficiaria de fondos de la PAC (Política Agrícola Común) y ayudas energéticas regionales (Gobierno de Navarra).;NO. No hay evidencia de uso de IA en su modelo de negocio tradicional.;Sin datos;Facturación muy elevada (Ventas >500M€) y posicionada entre las principales empresas de España por volumen.;Máximo;No tecnológico. Perfiles de ganadería, logística y comercio.;DESCARTAR;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38;navarra
124;AUTOVIA DEL CAMINO SA;corporativa;4211;Construcción de carreteras y autopistas;A31760556;50000000;0;0.0;Sin match;2002;Pamplona;34 (eInforma);www.autoviadelcamino.com;Sociedad concesionaria para la construcción, conservación y explotación de la Autovía A-12 (Pamplona-Logroño).;~1-3 técnicos (perfil IT/Sistemas);Gestión de infraestructura civil (carreteras). La complejidad es de ingeniería civil, no de software, IA o tecnología avanzada.;No identificado públicamente;Abertis, a través de su filial Autopistas, es el propietario actual. Anteriormente, fue propiedad de un fondo de Deutsche Bank y Galvantula SLU.;Ninguno. Fue propiedad de RREEF Infrastructure (Deutsche Bank) en el pasado.;Concesión bajo la modalidad de 'peaje en sombra' del Gobierno de Navarra y préstamo del Banco Europeo de Inversiones.;NO. No hay evidencia pública del uso de IA en sus operaciones o gestión de la infraestructura.;Sin datos;Adquirida por Abertis, líder mundial en gestión de autopistas. Facturó 49,5M€ con un EBITDA de 45M€ en 2022.;Máximo;Ingeniería Civil / Mantenimiento de Infraestructuras;DESCARTAR;POSIBLE;🟡 POSIBLE (42/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 34 empleados (+4) | ✅ CTO identificado (+8);42;navarra
125;KAROSSERIEWERKE DRESDEN ESPAÑA SLU;corporativa;2932;Fabricación de otros componentes, piezas y accesorios para vehículos de motor;B71364863;50000000;0;0.0;Sin match;1998;Orkoien;88 (eInforma);www.kwdspain.com;Fabricación de componentes de chapa para automoción como proveedor Tier 1 (soldadura, estampación).;~10-15 técnicos;Industria 4.0: alto grado de automatización, robótica y 'data mining' para optimizar procesos productivos.;No identificado públicamente;Grupo KWD, perteneciente a la multinacional alemana Grupo Schnellecke.;Ninguno;Acogidos a programas de ayudas para implantación de instalaciones de eficiencia energética.;SÍ. La planta de Navarra lidera la digitalización e Industria 4.0 del grupo, aplicando 'data mining' y análisis de datos para la optimización de sus procesos de fabricación.;Sin datos;Filial de la multinacional Grupo Schnellecke, con facturación en España cercana a los 55M€.;Máximo;Híbrido Hardware/Industrial (automatización, robótica, procesos) con componente de datos (Industria 4.0).;TIBURÓN;VIABLE;🟢 VIABLE (66/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 88 empleados (+8) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ Usa IA (+8) | ⚠️ Sector industrial (+5);66;navarra
126;PAPELES EL CARMEN SA;corporativa;2222;Fabricación de envases y embalajes de plástico;A31074685;50000000;24;1.0;Exacto (Normalizado);1978;Valle de Egüés/Eguesibar;252 (eInforma);www.packagingelcarmen.com;Fabricación y comercialización de embalaje flexible (packaging) para uso alimentario, comercial e industrial.;~5-10 técnicos;Empresa industrial centrada en la ciencia de materiales y procesos de fabricación para embalajes sostenibles y reciclables. Innovación en productos como bolsas compostables y papeles con tratamientos especiales.;No identificado públicamente;Grupo empresarial familiar Tekpolio.;Ninguno;Ha participado en proyectos con financiación FEDER para el desarrollo de productos innovadores.;NO. No hay evidencia pública del uso de IA en sus productos o procesos.;No identificado públicamente;Facturación relevante y una inversión reciente de 10 millones de euros para ampliar su capacidad productiva e instalar una planta fotovoltaica para autoconsumo.;Alto;Híbrido Hardware/Procesos Industriales;PYME;VIABLE;🟢 VIABLE (65/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 252 empleados (+15) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Sector industrial (+5);65;navarra
127;GANADOS BARBERENA SL.;50.243.248;141;Explotación de ganado bovino para la producción de leche;B31782006;50243248;0;0.0;Sin match;2003;Villafranca;~9 (Ranking de Empresas);www.ganadosbarberena.com;Compra, venta, cría y engorde de ganado vacuno y equino a nivel nacional e internacional.;Estimación: 0-2 técnicos;Empresa del sector primario y cárnico. La tecnología se centra en la producción, logística y trazabilidad, no en desarrollo de software propio.;No identificado públicamente;Empresa familiar (Hermanos Barberena).;Ninguno;Sin datos;"NO. No hay evidencia pública del uso de IA en sus operaciones; la innovación se enfoca en la trazabilidad y procesos industriales en su división cárnica Almameat.";ON-PREMISE/HÍBRIDA;Facturación consolidada superior a 50M€, empresa líder en su sector a nivel nacional.;Alto;Industrial / Logístico;DESCARTAR;POSIBLE;🟡 POSIBLE (41/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ⚠️ Cloud híbrido (+3);41;navarra
129;ADANIA RESIDENCIAL SL;corporativa;4110;Promoción inmobiliaria;B31114051;50000000;0;0.0;Sin match;1982;Galar (Navarra);26 (eInforma, Empresite);www.adania.es;Promoción y construcción de edificios residenciales, con foco en vivienda protegida y asequible.;~1-5 técnicos;Constructora tradicional. Sin desarrollo de software complejo, IA, o IoT identificable públicamente.;No identificado públicamente;Empresa familiar (Familia Lizarraga);Ninguno;NextGenerationEU para proyectos de eficiencia energética.;NO. No hay evidencia pública del uso de IA en sus productos o servicios principales.;No identificado públicamente;Empresa consolidada con más de 40 años de trayectoria y un capital social significativo.;Alto;Principalmente perfiles del sector de la construcción y gestión inmobiliaria.;PYME;POSIBLE;🟡 POSIBLE (46/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 26 empleados (+4) | ✅ CTO identificado (+8) | ⚠️ Equipo IT medio (+4);46;navarra
130;PROMOCIONES OCEC SA;corporativa;4110;Promoción inmobiliaria;A31216054;50000000;0;0.0;Sin match;1988;Pamplona/Iruña;0 (Empresite 2024);www.proginsa.com;Promoción, construcción y venta de edificaciones de todas clases.;~0-2 técnicos;Web corporativa estándar. Sin indicios de desarrollo de software propio, IA, IoT u otra tecnología compleja.;No identificado públicamente;PROGRAMACION Y GESTION DE INVERSIONES SA (sociedad matriz). PROMOCIONES OCEC SA actúa como socio único de otras entidades.;Ninguno;Ha recibido ayudas para proyectos de I+D y mantenimiento del empleo.;NO. No se ha encontrado evidencia pública del uso de inteligencia artificial en sus operaciones o productos.;ON-PREMISE;Facturación entre 6 y 30 millones de euros y un capital social de 30.005.000,00 €. Empresa consolidada en el sector inmobiliario.;Alto;No tecnológico. Enfocado en el sector de la construcción y promoción inmobiliaria.;DESCARTAR;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38;navarra
131;KYB ADVANCED MANUFACTURING SPAIN SA;corporativa;2932;Fabricación de otros componentes, piezas y accesorios para vehículos de motor;A31973977;50000000;0;0.0;Sin match;2008;Los Arcos, Navarra;184 (Autopos);www.kyb-europe.com;Fabricación de amortiguadores de alta tecnología y componentes para el sector de la automoción.;~10-15 técnicos;Fabricación automatizada y sistemas de suspensión inteligentes (IDC) con sensores y unidades de control electrónico (ECU).;No identificado públicamente;Filial del grupo japonés KYB Corporation.;Ninguno;Sodena (Gobierno de Navarra) invirtió 5M€ en 2009 y vendió su participación en 2015.;NO. Fabrica un sistema de suspensión inteligente (IDC) que analiza la carretera mediante sensores, pero no se menciona explícitamente el uso de IA.;Sin datos;Filial de la multinacional japonesa KYB Group, con una facturación global de miles de millones. La planta recibió una inversión inicial de más de 20M€.;Máximo;Híbrido Hardware/Software (Mecánica, Electrónica, Automatización, Embarcados);TIBURÓN;VIABLE;🟢 VIABLE (62/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 184 empleados (+12) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Sector industrial (+5);62;navarra
132;MAGOTTEAUX NAVARRA SA;47.271.000;2451;Fundición de hierro;A31017205;47271000;0;0.0;Sin match;1967;Urdiain;135 (eInforma);www.magotteaux.com;Fabricación de piezas de acero y hierro moldeado resistentes al desgaste para minería y cementeras.;~10-15 técnicos;Industria 4.0. Soluciones de optimización de procesos (MagoSense) y modelos de machine learning para predecir rendimiento de aleaciones. Uso de IoT y IA.;No identificado públicamente;Filial del grupo belga Magotteaux, que a su vez pertenece al grupo chileno Sigdo Koppers S.A.;Ninguno;Sin datos;SÍ. Usan machine learning para predecir el rendimiento de aleaciones y han desarrollado alianzas para promover soluciones de IA en la optimización de procesos mineros.;Sin datos;Facturación de la matriz Magotteaux Group de 680M$ y pertenencia al grupo multinacional Sigdo Koppers, que cotiza en bolsa. Ventas récord de 31M€ en 2017.;Máximo;Híbrido Hardware/Software (Ingeniería de materiales, mecánica, procesos) con un creciente enfoque en IoT y Data Science para la optimización industrial.;TIBURÓN;VIABLE;🟢 VIABLE (65/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 135 empleados (+12) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ Usa IA (+8);65;navarra
134;ALINTER ALIMENTACION SA.;46.422.000;1086;Elaboración de preparados alimenticios homogeneizados y alimentos dietéticos;A71087167;46422000;0;0.0;Sin match;2012;Funes;58 (eInforma 2023);www.grupoian.com;Fabricación, envasado, venta y distribución de toda clase de productos alimenticios.;~1-5 técnicos;Empresa de fabricación de alimentos tradicional. La web es un portal corporativo estándar sin complejidad técnica aparente (software, IA, IoT).;No identificado públicamente;Sociedad anónima unipersonal, socio único: INTERAL SA. Pertenece al grupo guipuzcoano Interal.;Ninguno;Ha recibido financiación del Gobierno de Navarra y ayudas del PERTE AGRO 2023.;NO. Participa en proyectos de I+D del sector alimentario, pero no hay evidencia del uso de IA en sus propios productos o procesos.;Sin datos;Facturación de 464.2M€ y pertenece a un grupo empresarial consolidado (Grupo Interal). Ha recibido inversión y financiación pública para nuevas plantas y proyectos.;Alto;Industrial / Alimentación;DESCARTAR;VIABLE;🟢 VIABLE (50/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 58 empleados (+8) | ✅ CTO identificado (+8) | ⚠️ Equipo IT medio (+4);50;navarra
135;LIMAGRAIN IBERICA SA;corporativa;4621;Comercio al por mayor de cereales, tabaco en rama, simientes y alimentos para animales;A31065196;50000000;0;0.0;Sin match;1976;Noáin (Navarra);155 (einforma);www.lgseeds.es;Investigación, desarrollo, producción y comercialización de semillas para cultivos extensivos como trigo, maíz y girasol.;~10-15 técnicos;Agricultura de precisión (AgriTech) usando IA, satélites, IoT y software de gestión de datos para optimizar cultivos.;No identificado públicamente;Filial de Limagrain Europa, parte del Grupo Limagrain, una cooperativa agrícola francesa.;Ninguno;Sin datos;SÍ, utiliza IA, satélites y gestión de datos en herramientas como Agrility para seguimiento de cultivos, detección de problemas y cálculo de rendimientos.;No identificado públicamente;Filial de un grupo multinacional (Limagrain), cuarto productor de semillas a nivel mundial, con ventas consolidadas superiores a 30M€.;Máximo;Híbrido AgriTech: especialistas en agronomía, biotecnología, ciencia de datos y desarrollo de software.;TIBURÓN;VIABLE;🟢 VIABLE (65/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 155 empleados (+12) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ Usa IA (+8);65;navarra
136;INDUSTRIAL BARRANQUESA SA;corporativa;2410;Fabricación de productos básicos de hierro, acero y ferroaleaciones;A31009939;50000000;0;0.0;Sin match;1960;Galar;~100 (Navarra Capital / Enercluster);www.barranquesa.com;Fabricación de bridas de torre y jaulas de pernos de acero para la industria eólica.;~5-10 técnicos (Industrial/Mecánica);Fabricación industrial pesada (forja, soldadura, mecanizado) y logística para el sector de energías renovables.;No identificado públicamente;SIDER INVERSIONES SL.;GENERA (adquirió un 40% en 2008);Gobierno de Navarra (2021, 2022, 2024) y CDTI.;NO. No hay evidencia de uso de IA en sus productos o procesos de fabricación.;Sin datos;Facturación prevista de 46M€ en 2023, en crecimiento constante y con expansión internacional a India.;Alto;Hardware Puro (Industrial);PYME;VIABLE;🟢 VIABLE (63/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 100 empleados (+8) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ Con PE/VC (+5) | ✅ I+D público (+5);63;navarra
137;3 P BIOPHARMACEUTICALS SL;corporativa;2110;Fabricación de productos farmacéuticos de base;B31875800;50000000;0;0.0;Sin match;2006;Noáin;~500 (Grupo 3PBIOVIAN);www.3pbiovian.com;CDMO de desarrollo y fabricación GMP de productos biológicos y terapias celulares.;Estimación: 150-200 técnicos (gran parte de la plantilla son perfiles científicos/técnicos);Alta complejidad en biotecnología: desarrollo y fabricación de fármacos biológicos, terapias avanzadas (celulares y génicas), vectores virales y proteínas recombinantes bajo estrictas normativas GMP.;No identificado públicamente;Keensight Capital (accionista mayoritario) y Sodena (minoritario).;Keensight Capital.;Sodena (sociedad financiera del Gobierno de Navarra) es accionista minoritario.;SÍ. Utilizan un modelo de formación para empleados centrado en el alumno que integra IA, con microaprendizaje para mejorar el rendimiento y la participación.;Sin datos;Fuerte respaldo del fondo de capital riesgo Keensight Capital. Ventas brutas del grupo superiores a 75M€. Plan de inversión de más de 50M€ hasta 2028.;Máximo;Científico/Biotecnológico (I+D, fabricación GMP, control de calidad);TIBURÓN;MUY VIABLE;🟢 MUY VIABLE (73/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 500 empleados (+15) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ Usa IA (+8) | ✅ Con PE/VC (+5);73;navarra
138;JAMONES VOLATIN SL;corporativa;4632;Comercio al por mayor de carne y productos cárnicos;B31627839;50000000;0;0.0;Sin match;1998;Tudela;45 (eInforma);www.volatin.com;Fabricación, comercialización y distribución de jamones curados, paletas y otros productos cárnicos.;~1-3 técnicos;Empresa industrial del sector alimentario. La tecnología se centra en la optimización de procesos productivos (automatización, control de peso) y logística. No se detecta software propio complejo o productos puramente tecnológicos.;No identificado públicamente;Sin datos públicos detallados sobre la estructura accionarial. Fundada por Carlos Sesma, quien era director general en 2015.;Ninguno;Ha recibido ayudas de ICEX para actividades sectoriales.;SÍ - Mencionada en el contexto de proyectos de I+D para la estimación de parámetros de calibración en maquinaria y en proyectos del clúster Nagrifood para facilitar la recogida de datos.;No identificado públicamente;Facturación superior a 30 millones de euros con crecimiento sostenido. Séptimo fabricante nacional de jamón curado blanco. Realiza inversiones millonarias en nuevas instalaciones.;Alto;Técnicos de producción, mantenimiento industrial y posiblemente algo de IT para sistemas de gestión (ERP).;PYME;VIABLE;🟢 VIABLE (50/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 45 empleados (+4) | ✅ CTO identificado (+8) | ✅ Usa IA (+8);50;navarra
